"last name","first name","birthdays"
"Johnson","Donald","1966-05-20"
"Johnson","Robt","1947-05-11"
"Johnson","Donald","1963-07-30"
"Johnson","Melissa","1979-09-29"
"Johnson","David","1984-02-03"
"Johnson","Chad","1950-10-12"
"Johnson","Abbie","1970-09-22"
"Johnson","Refugio","1967-09-04"
"Johnson","Marilyn","1947-11-10"
"Johnson","Rhonda","1984-07-19"
"Johnson","Francisco","1955-03-20"
"Johnson","Denise","1967-03-19"
"Johnson","Kenneth","1952-04-30"
"Johns","Gregory","1981-03-26"
"Johns","Christine","1977-08-17"
"Johns","Dustin","1977-02-05"
"John","Jack","1948-02-27"
"Johannes","Ian","1951-09-09"
"Jimenez","Marilyn","1982-07-07"
"Jimenez","Ethan","1985-04-15"
"Jimenez","Harry","1968-10-30"
"Jimenez","Thomas","1954-08-23"
"Jessie","Eric","1973-09-27"
"Jesse","Paul","1969-11-23"
"Jesse","Margaret","1973-01-24"
"Jess","Charlotte","1953-04-11"
"Jepsen","Anna","1945-07-20"
"Jensen","Ronald","1975-07-18"
"Jensen","Charles","1942-08-28"
"Jensen","Hilda","1960-04-14"
"Jensen","Sharon","1952-09-29"
"Jensen","Allison","1966-06-08"
"Jensen","Clifford","1952-05-06"
"Jennings","Jordan","1968-07-23"
"Jenkins","Silas","1950-04-11"
"Jenkins","Donna","1977-08-07"
"Jenkins","Aurelia","1976-01-30"
"Jenkins","Leilani","1963-12-19"
"Jenkins","Larry","1941-11-04"
"Jenkins","Grace","1948-08-31"
"Jenkins","David","1975-05-05"
"Jenkins","Joseph","1940-05-21"
"Jenkins","Todd","1977-11-19"
"Jelks","Nancy","1973-07-19"
"Jeffries","James","1982-02-21"
"Jefferson","Richard","1973-08-18"
"Jasper","Clarence","1957-02-23"
"Jasmin","Christina","1943-05-24"
"Jarvis","Kellie","1962-02-03"
"Jarrell","Dorothy","1962-03-01"
"Jaramillo","Ryan","1981-07-27"
"Janes","Martin","1961-04-26"
"Jamison","Norma","1948-11-16"
"Jamison","Gary","1978-08-31"
"Jameson","Jaclyn","1947-09-26"
"James","Daniel","1942-09-19"
"James","Pamela","1953-09-24"
"James","Carlos","1973-06-09"
"James","Noel","1946-11-06"
"James","Amy","1956-05-13"
"Jacoby","Ronald","1944-01-22"
"Jacobson","Rosemary","1981-04-16"
"Jacobsen","Tracey","1952-09-08"
"Jacobs","Mauricio","1963-12-03"
"Jacobs","Lorene","1978-05-10"
"Jackson","Theodora","1943-06-05"
"Jackson","Dorothy","1944-01-11"
"Jackson","Gladys","1963-05-21"
"Jackson","Jimmy","1975-10-16"
"Jackson","Frank","1956-08-28"
"Jackson","Gerald","1950-06-13"
"Jackson","Jason","1977-03-11"
"Jackson","Melissa","1975-10-12"
"Jackson","Crystal","1950-10-01"
"Jackson","Kathryn","1984-07-07"
"Jackson","Ronald","1975-10-06"
"Jackson","Aaron","1970-10-06"
"Jackson","Rachel","1965-07-16"
"Jackson","Holly","1969-06-06"
"Jackson","Paul","1944-03-01"
"Jackson","Walter","1944-02-03"
"Jackman","David","1959-06-06"
"Ivey","John","1964-11-23"
"Ives","Aaron","1964-09-29"
"Israel","Christopher","1954-01-04"
"Islam","Ronald","1984-10-02"
"Isham","John","1951-01-18"
"Irving","Kimberly","1951-01-03"
"Irvin","Fred","1942-11-25"
"Irons","Ruby","1953-07-12"
"Ireland","Ralph","1958-09-09"
"Ireland","William","1945-06-01"
"Iraheta","Simon","1944-11-05"
"Innocent","Michael","1961-10-02"
"Ingram","Bertha","1975-08-21"
"Ingram","Mildred","1981-04-05"
"Ingraham","Helen","1954-03-16"
"Ide","Arthur","1960-03-20"
"Hyslop","Margaret","1945-07-05"
"Hyder","Joseph","1972-11-23"
"Hyde","Joshua","1946-01-11"
"Hwang","Edward","1956-02-12"
"Hwang","Darlene","1959-01-13"
"Huynh","Chester","1973-08-11"
"Hutson","Robert","1974-02-28"
"Hutchison","Heather","1982-10-01"
"Hutchison","Jimmy","1942-02-21"
"Hutchinson","William","1953-03-19"
"Hutchins","Ricardo","1983-11-22"
"Hutcherson","Mark","1949-07-06"
"Huson","Jeffery","1983-12-28"
"Hurt","Elizabeth","1965-04-26"
"Hurley","Robert","1944-06-25"
"Hurley","Kristi","1968-12-13"
"Hurley","Betty","1946-11-09"
"Hurd","Ethel","1972-03-08"
"Hunter","Hue","1959-08-25"
"Hunter","Vincent","1981-10-22"
"Hunter","Carmen","1941-10-04"
"Hunter","Michael","1943-05-18"
"Hunt","Rose","1960-07-19"
"Hunt","Sergio","1983-11-24"
"Humphreys","Mary","1957-06-06"
"Humphrey","Charles","1965-01-31"
"Hume","Teresa","1951-09-04"
"Hughey","Mary","1978-12-08"
"Hughes","Charlotte","1946-10-21"
"Hughes","Jose","1956-10-17"
"Hughes","Ophelia","1943-07-30"
"Hughes","Christopher","1976-11-12"
"Huggins","Patricia","1973-12-04"
"Huey","Susan","1979-05-25"
"Huddleston","Amanda","1973-04-21"
"Hucks","Francine","1979-06-06"
"Huber","Joni","1954-02-04"
"Hubbard","Jessica","1940-02-01"
"Hubbard","Cory","1978-09-20"
"Hubbard","Elias","1964-11-15"
"Hoyt","Jean","1941-02-06"
"Hoy","Kristen","1945-07-06"
"Howell","Joan","1955-04-06"
"Howell","Iris","1951-10-22"
"Howe","Donald","1963-01-17"
"Howard","James","1969-01-25"
"Howard","Luis","1966-02-03"
"Howard","Diana","1978-11-17"
"Howard","Mark","1965-02-18"
"Howard","Lily","1972-01-23"
"Howard","Keith","1981-09-21"
"Houston","Eric","1962-06-03"
"House","Cordie","1977-05-08"
"Hostetler","Bruce","1969-09-17"
"Hoskins","Robert","1952-10-26"
"Horton","Cathie","1977-05-03"
"Horton","Robert","1982-05-01"
"Horrell","Thomas","1982-08-09"
"Hornick","Jeffrey","1955-03-21"
"Horner","Herman","1981-10-17"
"Hornbuckle","Pauline","1971-08-05"
"Horn","Michael","1952-07-10"
"Horn","James","1948-08-13"
"Hopson","Mary","1956-04-23"
"Hopper","Katie","1964-01-10"
"Hopper","Linda","1947-03-14"
"Hoppe","Ricky","1956-07-28"
"Hoppe","Rocky","1980-02-24"
"Hoppe","Tamra","1957-10-18"
"Hopkins","Vivian","1976-12-09"
"Hopkins","Justin","1965-06-03"
"Hopkins","Laura","1956-11-19"
"Hopkins","Gregory","1963-05-26"
"Hopkins","Ignacio","1949-07-02"
"Hoover","Sean","1944-05-30"
"Hoover","Christy","1964-06-22"
"Hooten","Jeffrey","1966-02-19"
"Hooper","Joan","1941-12-25"
"Hooker","George","1971-10-17"
"Hong","Devin","1950-12-10"
"Homer","Warren","1981-09-22"
"Holzer","Joel","1973-01-24"
"Holzer","Earl","1984-12-20"
"Holt","John","1940-07-30"
"Holst","Peggy","1944-06-19"
"Holmes","Lisa","1970-09-05"
"Holmes","Norma","1962-03-31"
"Holmes","Ellen","1940-11-06"
"Holman","John","1960-05-09"
"Holloway","Jimmy","1954-02-06"
"Holloway","Lazaro","1957-07-13"
"Holloway","Heather","1979-08-31"
"Holloway","William","1958-06-10"
"Holloway","Clyde","1981-07-12"
"Holloman","Beatrice","1981-04-15"
"Hollister","Thomas","1970-11-23"
"Hollingsworth","Nicky","1975-01-23"
"Hollingsworth","David","1963-01-18"
"Holland","Donald","1949-05-17"
"Holder","Michael","1951-05-07"
"Holcomb","Riley","1982-02-24"
"Holcomb","Kay","1971-11-27"
"Holbrook","Joseph","1973-01-18"
"Hofmeister","Edward","1949-08-29"
"Hoffman","Donna","1965-11-16"
"Hoffman","Ethel","1963-06-05"
"Hoffman","Randall","1945-03-12"
"Hoffman","Rex","1957-04-11"
"Hoffman","William","1970-03-02"
"Hoelscher","Freddy","1972-09-13"
"Hodgins","John","1943-09-03"
"Hodges","Bette","1968-07-05"
"Hodge","Ronald","1963-02-16"
"Hodapp","Susan","1968-10-18"
"Hockett","Deborah","1981-04-03"
"Hoch","Rhea","1966-07-25"
"Hoban","Karen","1959-06-01"
"Hitch","Roxanne","1942-04-22"
"Hiser","Katie","1946-12-21"
"Hinson","Katherine","1970-12-18"
"Hinson","Mike","1958-10-16"
"Hinkley","Sean","1959-01-30"
"Hines","Jolene","1982-02-28"
"Hinds","James","1942-11-07"
"Himes","Kellee","1972-09-01"
"Hillyer","Mamie","1941-02-03"
"Hills","Mary","1969-01-03"
"Hills","Bryon","1962-05-06"
"Hill","Lauren","1976-01-17"
"Hill","Cheryl","1983-06-02"
"Hill","Beverly","1951-01-02"
"Hill","Daniel","1979-06-13"
"Hill","Willis","1963-05-20"
"Hill","James","1960-01-26"
"Hill","Jean","1972-09-26"
"Hill","Annette","1950-01-14"
"Hileman","Bessie","1984-11-18"
"Hildebrand","Daniel","1976-06-25"
"Hightower","James","1957-04-12"
"Hightower","Ann","1943-11-27"
"Higgins","Tommy","1957-03-23"
"Higgins","Timothy","1982-07-14"
"Higgins","Noe","1954-11-17"
"Higgins","Joan","1977-07-11"
"Higdon","James","1970-10-20"
"Higdon","Chris","1963-08-21"
"Hicks","Johnnie","1954-04-22"
"Hicks","Kristi","1960-04-16"
"Hicks","Fred","1956-01-10"
"Hicks","Lawrence","1948-05-14"
"Hicks","William","1956-04-26"
"Hicks","Steven","1949-09-13"
"Hibbard","Ethel","1979-03-22"
"Heyward","Benny","1980-02-11"
"Hewitt","Robert","1944-12-03"
"Hewett","Natalie","1941-03-28"
"Hewett","Helen","1981-03-28"
"Hess","Melissa","1955-04-30"
"Hess","James","1958-04-15"
"Hess","Frank","1970-06-14"
"Hertz","Mary","1979-10-30"
"Herrington","Stephen","1944-05-14"
"Herrington","Monique","1972-10-08"
"Herring","John","1966-01-09"
"Herrick","Carl","1959-04-28"
"Herrera","Markus","1944-05-27"
"Herndon","Brittany","1950-04-11"
"Hernandez","John","1970-05-25"
"Hernandez","Dennis","1976-03-16"
"Hernandez","Howard","1956-06-03"
"Hernandez","Roger","1962-08-02"
"Hernandez","Donald","1982-06-11"
"Hernandez","Kristian","1953-07-27"
"Hernandez","Carolyn","1940-01-18"
"Hernandez","Monica","1975-07-13"
"Hernandez","Mary","1968-05-09"
"Hernandez","Barbara","1972-10-28"
"Hernandez","Goldie","1968-02-04"
"Hernandez","Jeffery","1970-08-21"
"Hernandes","Max","1941-06-29"
"Herbst","William","1954-03-10"
"Herbert","Susan","1953-01-02"
"Herbert","George","1961-08-24"
"Herbert","Naomi","1973-11-21"
"Henry","James","1966-12-09"
"Henry","Louise","1955-04-05"
"Henry","Frankie","1973-12-04"
"Henriques","William","1981-12-15"
"Henley","Melissa","1954-06-28"
"Hendrick","Violette","1970-08-31"
"Hendon","Melissa","1946-01-19"
"Hendley","Lisa","1951-02-16"
"Henderson","Christine","1968-07-09"
"Henderson","Cassie","1980-04-11"
"Henderson","Mahalia","1972-10-03"
"Henderson","Deborah","1971-04-25"
"Henderson","Scott","1956-09-12"
"Hemphill","Rachel","1964-03-29"
"Hemby","Terry","1982-02-12"
"Helvey","Cleo","1981-03-09"
"Helmuth","David","1962-07-07"
"Helms","Barbara","1975-01-28"
"Heller","Geneva","1943-05-15"
"Heitz","Wanda","1974-06-18"
"Heist","Toya","1958-06-04"
"Heine","Dorothy","1970-08-20"
"Hein","Troy","1966-02-20"
"Heeter","Steven","1962-07-01"
"Hedrick","Benjamin","1951-07-27"
"Hedgepeth","Samantha","1977-09-09"
"Heck","Antonio","1941-10-03"
"Hebron","Anthony","1966-08-30"
"Hebb","Amada","1963-02-07"
"Heaton","William","1968-07-20"
"Headley","Kathryn","1973-06-18"
"Hazley","Dixie","1951-10-26"
"Hazelwood","Catherine","1944-04-16"
"Haynes","Julie","1981-08-17"
"Haynes","Edgar","1981-04-15"
"Haynes","Juan","1965-03-14"
"Hayes","Nellie","1963-01-24"
"Hayes","Erica","1985-12-27"
"Hayden","James","1940-11-01"
"Hayden","Ronnie","1967-11-04"
"Hayden","Michael","1951-07-26"
"Hayashi","Laureen","1976-04-11"
"Hawthorne","June","1967-03-12"
"Hawley","Jose","1960-09-23"
"Hawks","Beverly","1950-10-16"
"Hawkins","Cynthia","1971-09-12"
"Hawkins","Jackie","1952-02-12"
"Hawkins","Robert","1942-09-24"
"Hawkins","Shawn","1985-05-15"
"Haughton","Gladys","1941-01-17"
"Haught","Marilyn","1973-06-15"
"Hathaway","Gregory","1955-07-12"
"Hathaway","Shirley","1955-05-26"
"Hatfield","Larry","1963-04-14"
"Haskins","Rosa","1970-03-21"
"Harvey","Rick","1985-04-29"
"Harvey","Julie","1960-06-03"
"Hartzell","Santos","1977-10-26"
"Hartsfield","Jenna","1976-12-06"
"Hartman","Betty","1966-01-14"
"Hartley","Doris","1982-08-02"
"Hartfield","George","1985-04-23"
"Hart","Brenda","1978-10-15"
"Hart","John","1955-10-29"
"Harrison","Lena","1985-05-18"
"Harrison","Warren","1968-06-12"
"Harrison","Dawn","1965-09-07"
"Harris","Martha","1978-09-07"
"Harris","Thad","1957-06-13"
"Harris","Mildred","1956-12-10"
"Harris","Daniel","1983-08-19"
"Harris","Lashonda","1967-02-01"
"Harris","Mellisa","1984-07-15"
"Harris","Oscar","1943-07-17"
"Harris","Matthew","1983-10-21"
"Harris","Julie","1956-05-30"
"Harris","Julie","1981-08-21"
"Harris","Virginia","1970-01-20"
"Harris","Charles","1973-06-28"
"Harris","Lillie","1974-04-17"
"Harris","Patricia","1952-07-13"
"Harris","Megan","1960-07-31"
"Harris","Timothy","1980-07-20"
"Harris","Traci","1983-03-09"
"Harris","Bryan","1970-06-02"
"Harrington","Adam","1961-05-31"
"Harrington","Howard","1971-12-03"
"Harper","Jose","1954-10-06"
"Harper","Ada","1960-11-02"
"Harp","James","1947-04-11"
"Hargraves","Irene","1947-06-13"
"Hare","Bernard","1984-12-13"
"Hardy","Yolanda","1975-09-18"
"Hardy","Ruth","1943-11-18"
"Hardy","Candi","1980-02-26"
"Hardison","Douglas","1985-12-10"
"Harden","Leona","1979-12-05"
"Hanson","Pamela","1960-01-08"
"Hanson","Jane","1955-08-10"
"Hanson","Katherine","1965-03-06"
"Hanson","Joann","1984-12-04"
"Hanson","William","1966-05-15"
"Hansen","David","1985-11-11"
"Hansen","Robert","1944-04-24"
"Hansen","Patricia","1969-11-30"
"Hansel","Luis","1965-11-04"
"Hanrahan","Gilbert","1959-08-12"
"Hanna","Thomas","1956-07-06"
"Handy","Melissa","1954-07-07"
"Handley","Willie","1946-09-12"
"Hancock","Moises","1947-07-03"
"Hammons","Coy","1942-03-16"
"Hammond","Roxanne","1966-05-24"
"Hammond","James","1952-03-17"
"Hammer","Justin","1963-06-22"
"Hamm","Thomas","1961-12-08"
"Hamilton","Wendy","1977-04-29"
"Hamilton","William","1955-07-30"
"Hamilton","Jennie","1980-12-03"
"Hamil","Jessica","1950-05-09"
"Hamel","Gretchen","1942-11-18"
"Hamby","Jacob","1948-05-13"
"Hamblin","Mark","1981-06-12"
"Ham","Steven","1973-05-28"
"Halstead","Addie","1966-06-27"
"Halpern","Gayle","1968-11-03"
"Hallmark","Michael","1981-10-12"
"Halley","Conrad","1971-08-20"
"Haller","Robert","1968-01-03"
"Hallam","Michael","1971-01-13"
"Hall","Bonita","1963-04-10"
"Hall","James","1940-05-06"
"Hall","Maurice","1949-02-11"
"Hall","James","1955-02-12"
"Hall","Marc","1982-08-08"
"Hall","Shelly","1963-12-27"
"Hall","Peter","1956-10-29"
"Hall","Rod","1956-11-09"
"Hall","Franklin","1966-06-25"
"Hall","Todd","1983-04-22"
"Haley","Brent","1940-05-24"
"Hale","Angela","1968-09-12"
"Hale","Miguel","1978-11-06"
"Hale","Stephen","1955-11-13"
"Hale","Lance","1969-06-01"
"Hale","Katrina","1951-09-24"
"Hajek","Andrew","1972-10-07"
"Haines","Joey","1952-09-19"
"Haight","Joyce","1978-03-15"
"Hahn","Addie","1982-03-10"
"Haggard","Stephanie","1969-11-28"
"Hager","Concetta","1978-04-14"
"Hager","Susan","1970-05-08"
"Hager","Mary","1941-01-16"
"Hagen","Josephine","1958-09-19"
"Hagan","William","1980-11-06"
"Hadley","Philip","1980-07-04"
"Hackworth","Nancy","1973-10-31"
"Hackett","William","1940-02-02"
"Hacker","Granville","1976-06-12"
"Haase","Kenneth","1952-08-19"
"Haas","Joe","1952-10-15"
"Haas","Joyce","1968-07-24"
"Haag","Angela","1974-04-23"
"Haag","Gerald","1982-07-27"
"Ha","Phyllis","1979-07-03"
"Gwinn","Ann","1964-07-09"
"Guyton","Terrell","1943-09-29"
"Guyton","Lindsey","1951-04-07"
"Gutierrez","James","1969-09-28"
"Guthridge","Dorothy","1972-03-27"
"Gustafson","Renae","1977-12-12"
"Gusman","Leroy","1985-06-15"
"Gunther","Brittany","1979-07-10"
"Gunn","Nicole","1970-09-06"
"Gunderson","Timothy","1944-07-27"
"Gulley","Lisa","1952-08-28"
"Guerrero","Arthur","1952-06-06"
"Guerra","Lois","1966-07-15"
"Guay","Mary","1942-01-24"
"Grubb","Anne","1981-06-14"
"Grubb","Kristina","1983-11-23"
"Grover","William","1969-03-28"
"Grover","Patricia","1967-03-06"
"Grover","Kevin","1952-12-16"
"Gross","Lorraine","1972-09-06"
"Gross","Moon","1942-11-21"
"Grooms","Michael","1958-10-16"
"Groom","Magaret","1984-10-13"
"Grondin","Raymond","1985-06-26"
"Groat","Kimberlee","1957-05-21"
"Grise","John","1981-05-16"
"Grim","Edna","1940-04-13"
"Grigsby","Jackie","1959-02-18"
"Griffith","Jake","1963-07-13"
"Griffith","Gino","1967-01-13"
"Griffith","Claire","1947-06-22"
"Griffin","Robert","1962-10-27"
"Griffin","Alan","1979-04-04"
"Griffin","Danielle","1980-01-03"
"Griffin","Laura","1951-04-23"
"Grieve","Jack","1983-10-31"
"Greer","Dawn","1967-12-13"
"Greer","Lee","1966-06-04"
"Greer","Stephanie","1978-03-29"
"Greer","Alfredo","1960-05-16"
"Greer","Virginia","1975-01-19"
"Greene","Anna","1965-11-01"
"Greenberg","Leon","1985-03-29"
"Green","Wilburn","1970-08-30"
"Green","Bambi","1941-10-28"
"Green","Earl","1984-11-05"
"Green","Kathy","1978-01-20"
"Green","Matthew","1970-11-23"
"Green","Billy","1970-11-19"
"Green","Gary","1978-01-14"
"Gray","Sergio","1975-05-17"
"Gray","Loretta","1975-11-23"
"Gray","Jana","1950-03-02"
"Gray","James","1955-05-29"
"Grant","Susan","1964-05-13"
"Grant","Marina","1955-04-27"
"Grant","Harold","1951-04-26"
"Grand","Eva","1959-02-21"
"Granado","Marcia","1944-04-06"
"Graham","Erica","1981-01-08"
"Graham","Sandra","1976-01-10"
"Graham","Dorothy","1968-12-18"
"Gragg","Margaret","1970-01-30"
"Graf","Michael","1972-03-06"
"Gracey","Basil","1979-07-31"
"Gould","Margaret","1956-12-28"
"Goulart","Freeman","1978-03-13"
"Gottfried","Ellen","1962-12-29"
"Goss","Roger","1978-03-13"
"Gosha","Candis","1959-10-28"
"Goris","Dennis","1956-12-02"
"Gore","Gary","1971-01-31"
"Gore","Jennifer","1954-08-06"
"Goodwin","Mary","1974-08-05"
"Goodwin","Santa","1956-10-14"
"Goodwin","Allen","1971-03-09"
"Goodwin","Andrew","1976-03-10"
"Goodson","Dung","1957-06-28"
"Gooding","Joseph","1943-03-31"
"Gonzalez","Barbara","1976-12-08"
"Gonzalez","Barbara","1941-02-26"
"Gonzalez","Bridget","1961-02-21"
"Gonzalez","Greg","1972-08-06"
"Gonzalez","Ellen","1952-12-04"
"Gonzalez","Harold","1945-07-14"
"Gonzalez","Celia","1942-12-02"
"Gonzalez","Breanna","1963-06-19"
"Gonzalez","Woodrow","1964-06-28"
"Gonzales","Leslie","1948-10-19"
"Gonzales","Estefana","1975-09-09"
"Gonzales","Erich","1974-05-15"
"Gonzales","Inez","1982-05-03"
"Gonzales","Wendy","1969-02-05"
"Gonzales","William","1945-01-28"
"Gomez","Tina","1947-01-13"
"Gomez","Terrie","1982-04-03"
"Gomez","Jack","1968-01-12"
"Gomez","Matthew","1978-03-28"
"Gomez","Donald","1959-08-21"
"Gomez","Nicholas","1954-08-02"
"Golliday","Ronald","1974-08-14"
"Goldstein","Donna","1981-11-23"
"Goldman","Michael","1946-03-30"
"Golding","Gabriela","1955-05-08"
"Golden","Nancy","1961-02-25"
"Goldblatt","Debbie","1978-06-15"
"Goldberg","Josephine","1970-11-27"
"Goff","Cari","1970-12-16"
"Goff","Robert","1983-12-01"
"Goff","Robert","1981-12-05"
"Goetsch","Mona","1965-11-07"
"Godwin","William","1978-03-20"
"Godbout","Karen","1941-06-27"
"Glover","Edith","1983-10-23"
"Gleeson","Carol","1942-08-13"
"Glaze","Keith","1976-10-11"
"Glaspie","John","1948-03-24"
"Glasgow","Robert","1946-07-21"
"Glasgow","Carol","1950-04-15"
"Glanz","William","1958-02-16"
"Gladney","Victor","1950-10-28"
"Giorgi","Demetra","1965-07-07"
"Ginder","Willie","1971-11-18"
"Gimbel","Dean","1943-05-29"
"Gilman","Cynthia","1973-04-10"
"Gillett","Libby","1985-03-10"
"Gill","Kenneth","1979-01-20"
"Gill","Paul","1966-03-01"
"Gilford","Derrick","1954-11-21"
"Gilden","Deena","1967-12-01"
"Gilbert","Jody","1957-02-09"
"Gilbert","Terrance","1952-09-11"
"Gilbert","Zachary","1944-02-03"
"Giglio","Cindy","1975-10-10"
"Gifford","Matthew","1969-09-08"
"Giddens","Elva","1956-10-03"
"Gibson","Mark","1957-07-24"
"Gibson","Grace","1974-04-04"
"Gibson","Frank","1951-09-19"
"Giblin","Ricky","1982-09-13"
"Gibbs","Majorie","1965-12-26"
"Gibbs","Eric","1962-02-09"
"Gibbens","Charles","1943-06-10"
"Getz","Linda","1948-03-12"
"German","James","1963-08-08"
"Gerdes","Patrick","1978-03-23"
"George","Robert","1941-04-09"
"George","Judy","1967-08-07"
"Gehrke","Mary","1969-06-24"
"Geary","Jon","1955-05-06"
"Gaytan","Janine","1940-08-24"
"Gavin","Jennifer","1970-07-14"
"Gauna","Inger","1978-07-18"
"Gaughan","Timothy","1959-10-25"
"Gattis","Sheila","1941-01-10"
"Gates","Tyler","1961-04-30"
"Gates","Frances","1949-02-06"
"Gates","Debbie","1954-06-09"
"Gates","Jean","1978-08-02"
"Gates","Jessie","1985-04-13"
"Garza","Mary","1964-12-19"
"Garza","Vanessa","1975-10-09"
"Garza","Heather","1970-04-09"
"Garza","Susan","1962-08-26"
"Gary","Gilberto","1982-05-01"
"Gary","Jennifer","1946-09-17"
"Garrison","Steve","1957-05-06"
"Garrett","Stephen","1971-10-09"
"Garrett","Katherine","1969-08-26"
"Garnett","Gladys","1941-01-05"
"Garner","Evelyn","1944-02-08"
"Garner","Joseph","1975-08-13"
"Gariepy","Gloria","1959-08-27"
"Garica","Thomas","1978-08-05"
"Garibay","Mitchell","1977-09-14"
"Garfinkel","Cleveland","1951-05-28"
"Gardner","Araceli","1968-04-27"
"Gardner","Janet","1977-07-30"
"Gardiner","Mark","1962-10-19"
"Garcia","Larry","1982-08-08"
"Garcia","Doris","1957-09-03"
"Garcia","Maria","1958-10-17"
"Garcia","Donald","1941-09-08"
"Garcia","Luke","1955-11-08"
"Garcia","Denise","1969-09-09"
"Garcia","Doris","1950-08-06"
"Garcia","Maud","1950-07-20"
"Garcia","Nell","1975-07-09"
"Garcia","Edward","1966-04-14"
"Garcia","Geraldine","1975-03-31"
"Garcia","Dorothy","1980-01-06"
"Gann","Paul","1948-12-31"
"Gandy","Jessica","1975-06-29"
"Gamez","Jolene","1968-09-20"
"Gamez","Lindsey","1956-05-30"
"Gambrel","Nicholas","1957-12-12"
"Gamache","Wes","1984-09-23"
"Galvan","Fernando","1945-04-30"
"Galloway","Sara","1958-09-16"
"Galloway","Andrea","1972-02-22"
"Galloway","Wayne","1940-01-12"
"Gallegos","Brian","1972-12-25"
"Gallardo","Graham","1952-05-31"
"Galindo","Sarah","1952-10-02"
"Gains","Ethel","1959-03-17"
"Gage","Brent","1960-03-22"
"Fuqua","William","1952-03-07"
"Fulmore","Henry","1954-02-08"
"Fulmer","Joe","1950-09-30"
"Fuller","Mary","1981-09-18"
"Fuller","Thomas","1964-11-13"
"Fuller","Frank","1982-01-14"
"Fuller","Gregory","1982-11-25"
"Fuller","Kyle","1965-01-12"
"Fuller","Penny","1961-12-28"
"Frye","Michael","1964-06-07"
"Fryar","Erin","1948-08-24"
"Fry","Francisca","1974-04-14"
"Frison","Clara","1941-04-22"
"Frisby","Jennifer","1964-06-14"
"Frisbie","Stefanie","1940-09-12"
"Frierson","Bernadette","1959-09-10"
"Friedlander","Paul","1978-09-14"
"Friday","Frances","1958-08-15"
"Freshour","Joseph","1970-01-10"
"French","Louise","1953-07-23"
"French","Agnes","1942-04-02"
"French","Vincent","1971-06-09"
"French","James","1952-12-09"
"Freeman","Kathy","1961-12-02"
"Freeman","Kimberly","1978-05-23"
"Fredericksen","Martha","1975-05-31"
"Frederick","Christopher","1978-12-27"
"Frazier","Albert","1947-04-17"
"Frazier","Tammy","1957-03-21"
"Frazier","Catherine","1964-12-03"
"Frazier","Deborah","1972-11-16"
"Fraser","Ed","1958-08-13"
"Franzen","Elnora","1956-06-22"
"Franz","Timmy","1980-11-27"
"Franks","Margie","1940-09-19"
"Franklin","Deborah","1957-06-27"
"Franklin","Jacob","1945-05-20"
"Franklin","Judy","1968-05-13"
"Frankel","Jimmy","1944-02-17"
"Frankel","Robert","1965-11-15"
"Frandsen","Catherine","1955-04-21"
"Franco","Giovanni","1979-12-18"
"Francis","Ramon","1955-11-30"
"Francis","William","1979-07-05"
"Francis","Caitlin","1975-05-28"
"Francis","Shari","1978-02-03"
"Francis","Brian","1962-07-11"
"France","Connie","1983-11-19"
"Fox","Robert","1975-08-05"
"Fox","Kelly","1976-06-24"
"Fowler","Kathryn","1946-01-12"
"Fowler","Brandon","1943-12-13"
"Foust","Kyla","1972-09-10"
"Foster","Debra","1947-07-26"
"Foster","Janee","1951-05-04"
"Foster","Karin","1984-02-21"
"Foster","Clinton","1967-02-17"
"Fortune","Bennie","1941-02-09"
"Fortney","Earnest","1958-11-19"
"Fortner","William","1952-08-04"
"Fortin","Geneva","1967-10-07"
"Foreman","Sandra","1944-07-14"
"Ford","Samuel","1946-04-25"
"Ford","Chad","1976-11-08"
"Ford","Thomas","1967-01-03"
"Ford","Myrtle","1984-11-20"
"Ford","Mark","1970-07-10"
"Fontenot","Michael","1967-11-13"
"Fontaine","Daniel","1982-01-10"
"Fong","Vilma","1949-02-24"
"Follis","Karen","1956-11-14"
"Foley","Lori","1983-09-10"
"Fogarty","Jaleesa","1976-02-12"
"Flynn","Judy","1944-09-12"
"Flynn","Nicole","1944-04-30"
"Flynn","Travis","1973-09-11"
"Flynn","Margaret","1982-05-20"
"Flynn","Rosemary","1940-07-08"
"Flury","Cliff","1965-10-16"
"Floyd","Allen","1951-12-09"
"Flowers","Tanya","1962-08-30"
"Flowers","John","1974-03-25"
"Flowers","Marie","1965-12-14"
"Florez","Audrey","1957-07-09"
"Flores","Christine","1983-10-13"
"Flores","Donna","1955-05-10"
"Flores","Virginia","1947-03-14"
"Flores","Stephani","1952-06-23"
"Flint","Martha","1960-03-19"
"Flint","Mary","1977-06-12"
"Fleming","Bobby","1940-07-01"
"Fleming","Virginia","1944-04-12"
"Fleming","Vanessa","1985-06-23"
"Fleming","Wanda","1947-08-30"
"Flanagan","Diana","1969-08-20"
"Fix","Mary","1959-08-25"
"Fitzpatrick","John","1944-12-20"
"Fitzgerald","Carl","1943-01-14"
"Fitch","Patrick","1949-01-20"
"Fisher","John","1940-09-06"
"Fisher","Julie","1952-01-06"
"Fisher","Stacey","1984-10-25"
"Finney","Chris","1954-06-18"
"Finn","Philip","1960-07-08"
"Finley","Benita","1983-06-03"
"Finklea","Abel","1973-02-19"
"Figueroa","Lloyd","1965-10-15"
